employee_id,department,gender,age,length_of_service,previous_year_rating,awards_won?,no_of_trainings,avg_training_score,is_promoted
31972,Technology,m,28,2,4,0,1,76,0
65777,Sales & Marketing,m,60,31,5,0,1,50,0
17597,Sales & Marketing,m,41,11,5,0,1,52,0
12921,Technology,m,28,3,3,0,2,77,0
4404,Sales & Marketing,m,55,14,5,0,1,49,0
8251,HR,m,27,1,,0,2,52,0
55794,Technology,m,40,8,4,0,1,77,0
60406,Sales & Marketing,m,29,4,3,0,2,47,0
2359,Sales & Marketing,m,26,2,1,0,1,50,0
7307,Analytics,m,30,2,5,0,1,84,0
73498,Operations,m,31,1,,0,1,62,0
74805,Sales & Marketing,m,38,10,2,0,1,48,0
67374,Sales & Marketing,m,39,9,2,0,1,50,0
66201,Sales & Marketing,m,32,4,5,0,1,51,0
5843,Finance,f,31,5,3,0,1,60,0
54154,Sales & Marketing,m,49,3,3,0,1,47,0
65000,Operations,m,30,6,3,0,1,55,0
9444,Analytics,m,27,1,,0,1,87,1
9395,Sales & Marketing,m,35,2,3,0,1,48,0
18559,HR,m,32,8,5,0,1,52,0
7464,Analytics,m,37,8,5,0,1,86,0
9735,Finance,m,37,10,5,0,1,58,0
1985,Technology,f,24,2,3,0,1,81,0
35223,Procurement,m,30,8,3,0,1,74,0
56272,Sales & Marketing,m,41,4,5,0,1,49,0
72593,Sales & Marketing,m,31,4,3,0,1,60,1
39661,Sales & Marketing,m,53,12,2,0,1,49,0
13487,Analytics,m,35,4,1,0,1,88,0
12104,Sales & Marketing,m,43,13,1,0,1,52,0
51557,Operations,f,36,3,3,0,2,58,0
45811,Technology,f,40,14,3,0,1,80,0
62537,Operations,m,38,3,2,0,3,56,0
31249,Operations,m,50,8,2,0,1,62,0
73184,Procurement,f,31,5,1,0,1,72,0
77541,Operations,f,39,10,4,0,1,57,0
57905,Technology,m,23,2,3,0,1,74,0
49750,HR,m,27,2,5,0,1,50,0
4159,Analytics,m,28,3,2,0,1,84,0
53159,Operations,f,30,6,3,0,1,61,0
58058,Procurement,m,45,16,2,0,1,69,0
59981,Operations,f,35,4,4,0,1,60,0
16120,HR,f,29,2,4,0,1,53,0
1085,Sales & Marketing,f,38,8,2,0,1,46,0
14532,Sales & Marketing,m,32,5,3,0,1,53,0
48980,Sales & Marketing,m,36,7,3,0,1,50,0
14542,Sales & Marketing,m,25,2,4,0,1,45,0
69208,Analytics,m,26,1,,0,2,83,1
32982,Technology,m,28,4,4,0,1,79,0
23920,Procurement,m,45,16,4,0,1,75,0
19014,Analytics,m,30,4,4,0,1,85,0
50788,Sales & Marketing,m,52,24,5,0,1,46,0
35437,Legal,m,40,7,3,0,1,64,0
21887,Procurement,f,58,20,5,0,1,70,0
30247,Sales & Marketing,m,51,19,1,0,6,51,0
34584,Technology,m,24,1,,0,1,79,0
17277,Technology,f,35,7,2,0,2,81,0
47830,Sales & Marketing,m,39,2,5,0,1,48,0
10642,Operations,m,44,5,3,0,1,64,0
26233,Operations,f,37,5,3,0,1,57,1
64285,Sales & Marketing,m,37,7,3,0,1,50,0
48185,Sales & Marketing,m,35,8,5,0,1,51,0
66976,Analytics,m,37,9,3,0,2,86,0
27688,Sales & Marketing,f,36,4,3,0,1,48,1
47926,Technology,f,29,3,3,0,1,81,0
39584,Technology,f,60,33,3,0,1,81,0
7607,Sales & Marketing,m,26,2,4,0,4,60,1
44944,HR,m,31,1,,0,1,49,0
54439,Technology,m,27,5,5,0,1,73,0
30326,Sales & Marketing,m,27,1,,0,1,47,0
65117,Sales & Marketing,m,27,4,4,0,1,49,0
26383,HR,m,34,9,4,0,1,49,0
31285,Sales & Marketing,m,52,12,1,0,1,49,0
59401,Operations,m,32,7,4,0,1,61,0
2791,HR,m,31,2,3,0,1,47,0
24532,Sales & Marketing,m,29,8,4,0,1,54,0
49558,Operations,f,42,7,3,0,1,63,0
22352,Operations,m,39,6,3,0,1,71,1
20078,Sales & Marketing,f,35,2,4,0,1,48,0
47180,Operations,f,33,9,3,0,1,69,1
16803,Procurement,m,34,10,3,0,2,72,0
25545,Operations,m,27,4,3,0,1,55,0
75631,Sales & Marketing,m,39,10,5,0,2,63,1
23616,Sales & Marketing,m,53,12,5,0,1,51,0
32101,Technology,m,34,2,3,0,1,82,1
44256,HR,f,30,3,2,0,1,50,0
69784,Technology,f,39,8,3,0,1,76,0
37905,Sales & Marketing,m,51,17,3,0,1,51,0
33339,Sales & Marketing,m,36,8,4,0,3,46,0
71246,Operations,m,36,10,5,0,1,55,0
62759,Technology,f,24,1,,0,1,83,0
74096,Sales & Marketing,m,42,5,5,0,1,44,0
59113,Sales & Marketing,m,31,2,2,0,1,45,0
67917,Operations,f,31,7,1,0,1,60,0
5039,HR,m,57,7,5,0,1,62,1
76659,Procurement,f,30,9,5,0,1,98,1
1799,Sales & Marketing,m,34,7,1,0,1,48,0
7216,Technology,m,26,2,4,0,1,77,0
66500,Operations,m,46,6,4,0,1,59,0
50930,Operations,f,30,8,5,0,1,58,0
18736,Technology,m,56,17,3,0,1,81,0
64289,HR,m,24,3,3,0,1,51,0
40816,HR,m,29,3,5,0,1,45,0
71432,Analytics,m,33,3,3,0,2,88,0
68455,Operations,f,28,4,5,0,1,57,0
10078,Operations,m,29,6,4,0,1,57,1
29985,Sales & Marketing,m,29,2,3,0,1,50,1
5900,Operations,m,30,4,4,0,1,62,0
62708,Sales & Marketing,m,35,10,3,0,1,47,0
77741,Sales & Marketing,m,33,7,1,0,1,51,0
25560,R&D,f,35,3,5,0,1,84,1
5749,Finance,m,32,5,5,0,1,70,1
3078,Sales & Marketing,m,36,7,2,0,1,51,0
67709,Sales & Marketing,m,31,6,2,0,2,47,0
39680,Analytics,f,31,3,3,0,1,80,0
62400,HR,m,27,3,3,0,1,50,0
68196,Technology,m,20,2,1,1,2,78,0
57095,Sales & Marketing,m,33,5,4,0,1,44,0
70238,Operations,f,34,7,4,0,2,60,0
57818,Sales & Marketing,m,27,1,,0,1,62,1
17279,Analytics,m,27,3,5,0,3,82,0
27397,Operations,m,42,13,4,0,3,60,0
32930,Procurement,f,47,18,3,0,1,70,0
32728,Operations,m,35,10,3,0,1,55,0
15712,R&D,m,32,2,5,0,1,78,0
72114,Sales & Marketing,m,43,5,1,0,1,50,0
13478,Technology,m,38,10,3,0,2,78,0
51787,Sales & Marketing,f,36,4,4,0,1,50,1
12240,Analytics,m,30,3,3,0,1,84,0
42943,Operations,m,27,2,5,0,1,61,0
43716,Operations,f,28,5,3,0,1,60,0
16564,Procurement,m,34,5,3,0,1,74,0
66230,Sales & Marketing,f,39,6,5,0,1,54,0
329,Sales & Marketing,m,37,7,3,0,4,52,0
71396,Operations,f,27,1,,0,1,58,0
72290,Procurement,f,60,5,3,0,1,68,0
63531,Operations,f,38,10,5,0,2,59,0
55161,Sales & Marketing,m,33,3,3,0,1,48,0
45391,Sales & Marketing,m,36,4,3,0,3,42,0
62327,Procurement,m,36,9,5,0,1,69,0
51575,Operations,f,38,4,5,1,1,59,1
60242,Procurement,m,33,5,5,0,2,72,0
2980,Analytics,f,32,2,2,0,1,88,0
69164,Sales & Marketing,m,39,9,5,0,1,45,0
24300,Operations,f,40,8,1,0,1,61,0
8811,Operations,f,55,12,5,0,1,65,0
56209,Technology,m,36,4,3,0,1,78,0
21222,Operations,m,30,6,4,0,1,60,0
42405,Operations,f,40,12,1,0,1,59,0
67794,Procurement,f,29,5,5,0,1,72,0
56605,Sales & Marketing,m,32,3,2,0,1,51,0
37404,Operations,f,32,5,5,0,3,61,0
8334,Sales & Marketing,m,33,5,2,0,3,48,0
18779,Technology,f,29,8,4,0,1,77,0
37733,Technology,f,32,5,1,0,1,79,0
8806,Sales & Marketing,m,38,9,5,0,1,54,0
19770,Legal,f,30,1,,0,1,65,0
59793,Sales & Marketing,m,42,13,3,0,3,48,0
60293,Procurement,m,32,5,3,0,2,72,0
36612,Procurement,f,35,10,3,0,1,86,1
29087,Analytics,m,35,6,4,0,1,87,0
47095,Operations,m,29,1,,0,1,61,0
71701,Technology,m,50,19,4,0,1,73,0
69541,Sales & Marketing,f,47,7,5,0,2,50,0
65793,Procurement,m,34,6,2,0,4,71,0
49179,Sales & Marketing,m,35,5,4,0,1,50,0
21272,Sales & Marketing,m,38,8,1,0,2,49,0
5920,Legal,m,37,3,3,0,1,58,0
73320,Sales & Marketing,m,37,6,4,0,1,51,0
45208,Operations,f,42,11,5,0,1,61,0
3918,Finance,f,28,1,,0,2,58,0
2534,Operations,f,28,1,3,0,1,55,0
22470,Sales & Marketing,m,27,2,4,0,1,49,0
59281,Sales & Marketing,f,28,5,3,0,1,55,0
22488,Operations,f,39,5,5,0,1,65,0
18967,Operations,m,37,7,3,0,1,59,0
33377,Operations,f,36,3,5,0,1,59,1
25811,Operations,f,33,7,4,0,2,65,0
35259,Sales & Marketing,f,32,3,4,0,1,54,0
31596,Technology,m,34,7,3,0,1,76,0
72546,Sales & Marketing,m,30,8,5,0,1,50,0
44359,Sales & Marketing,m,30,4,3,0,1,47,0
32429,Procurement,m,31,5,1,1,3,72,0
66624,Operations,m,26,2,5,0,1,56,0
44067,Procurement,f,37,4,2,0,1,70,0
61883,Sales & Marketing,m,46,4,5,0,1,54,0
72992,Operations,f,31,7,3,0,1,63,0
45640,Operations,f,38,3,5,0,1,63,0
48110,Procurement,f,36,10,3,0,1,73,0
70280,Sales & Marketing,m,39,11,3,0,1,48,1
59414,Procurement,m,27,2,3,0,1,67,0
49699,Sales & Marketing,m,43,16,2,0,1,51,0
70186,Analytics,m,42,14,4,0,1,85,0
57975,Sales & Marketing,m,39,10,3,0,1,46,0
78070,Operations,f,28,5,5,0,1,59,0
52282,Analytics,m,37,8,3,0,1,82,0
35755,Analytics,m,29,2,4,0,1,80,0
28776,HR,m,36,9,4,0,1,47,0
10693,Sales & Marketing,m,42,7,2,0,1,50,0
59322,HR,m,60,33,5,0,1,43,0
67997,Operations,f,40,7,4,0,1,64,0
58269,Sales & Marketing,f,26,1,,0,1,51,0
46195,Sales & Marketing,f,33,4,1,0,2,49,0
55222,Technology,f,35,9,3,0,3,79,0
46505,Operations,m,36,7,3,0,2,61,0
58389,Operations,f,33,6,4,0,1,61,0
3514,Technology,m,32,7,4,0,1,82,0
52370,Procurement,f,45,3,3,0,1,69,0
77296,Finance,m,26,2,5,0,1,59,1
58253,Technology,m,28,5,4,0,1,82,0
18742,Analytics,m,30,2,5,0,1,86,0
18128,Sales & Marketing,f,32,4,3,0,1,50,0
20802,Sales & Marketing,m,30,4,5,0,1,46,0
11588,Procurement,f,60,31,3,0,1,71,0
41752,R&D,m,34,10,5,0,1,85,0
21476,Sales & Marketing,m,39,4,3,1,1,62,1
57507,Technology,f,30,3,3,0,1,79,0
16593,Operations,f,32,3,5,0,2,56,0
14653,Procurement,f,32,4,1,0,1,70,0
54517,Sales & Marketing,m,28,1,,0,1,51,0
73288,Operations,f,47,3,5,0,1,59,0
74509,Sales & Marketing,f,53,7,5,0,1,51,0
41084,Sales & Marketing,m,33,7,3,0,4,49,0
28248,Analytics,m,31,6,5,0,2,84,0
29389,R&D,m,33,5,3,0,2,90,0
45812,Sales & Marketing,m,43,4,1,0,1,46,0
17782,Analytics,f,34,6,3,0,1,82,1
58105,Analytics,m,27,3,3,0,1,84,0
57083,Sales & Marketing,m,32,6,4,0,1,50,0
9676,Sales & Marketing,m,30,1,,0,1,52,0
30660,Analytics,m,38,9,5,0,3,88,0
51957,Operations,m,33,3,2,0,1,59,1
42438,Sales & Marketing,m,30,8,3,0,3,49,0
25962,Operations,m,32,3,2,0,1,58,0
78160,Sales & Marketing,m,36,7,5,0,1,58,0
23533,Sales & Marketing,m,28,1,,0,1,48,0
18288,Technology,m,33,7,2,0,1,82,0
47898,Operations,m,32,2,2,0,1,58,0
15263,Technology,f,51,16,4,0,1,79,0
42580,Sales & Marketing,f,30,5,3,0,1,47,0
41025,Operations,m,34,4,3,0,1,60,0
37537,Technology,f,36,9,3,0,1,81,1
18202,Finance,m,27,2,4,0,2,53,0
68730,Analytics,m,28,1,,0,1,84,0
33098,Analytics,m,29,4,3,0,2,76,0
13512,Sales & Marketing,m,38,9,1,0,1,50,0
75804,R&D,m,31,5,5,0,1,85,0
76556,Operations,m,32,3,3,0,1,59,0
53389,Technology,m,30,3,3,0,1,78,0
794,Sales & Marketing,m,34,5,1,0,2,52,0
31389,Finance,m,34,2,5,0,1,58,0
4139,R&D,m,32,5,5,0,2,81,0
58066,Operations,m,31,6,1,0,1,61,0
25341,Finance,m,26,3,5,0,2,58,0
8809,Technology,m,34,7,1,0,1,80,0
57697,Procurement,f,32,2,5,0,1,75,0
20022,Sales & Marketing,m,32,7,3,0,1,47,1
48984,Sales & Marketing,m,30,3,4,0,1,47,1
73852,Operations,f,31,4,4,0,1,64,0
50743,Procurement,m,32,4,3,0,1,75,0
37569,Finance,m,25,3,5,0,1,75,1
64962,R&D,m,28,2,3,0,1,86,0
37810,Operations,m,42,3,2,0,1,61,0
59326,Legal,m,32,4,3,0,1,59,1
30103,Analytics,m,33,6,2,0,1,85,0
72473,Operations,m,27,1,,0,1,59,0
26789,Technology,m,32,4,3,0,1,78,0
70330,Technology,m,36,9,3,0,2,78,0
70613,Sales & Marketing,m,37,2,1,0,1,53,0
25720,Operations,f,40,7,5,0,1,58,0
75890,Operations,m,58,11,5,0,1,61,0
28516,Analytics,m,34,3,4,0,1,83,0
57872,Finance,m,24,1,,0,1,65,0
55942,Finance,f,30,3,1,0,1,59,0
44686,Procurement,m,36,8,3,0,2,69,0
10751,Sales & Marketing,m,43,4,3,0,1,49,0
24278,Procurement,m,52,23,3,0,1,70,0
34418,Procurement,m,28,2,5,0,1,75,1
60131,Procurement,f,33,7,3,0,2,68,0
61253,Technology,f,37,3,4,0,1,71,0
64043,Operations,m,31,2,3,0,1,61,0
22458,Sales & Marketing,f,59,4,3,0,1,55,0
280,Sales & Marketing,f,33,3,1,0,2,58,0
68080,Finance,m,39,5,3,0,3,60,0
23162,Sales & Marketing,m,50,15,1,0,1,51,0
71228,Operations,m,31,5,4,0,2,62,0
68205,Operations,m,38,3,3,0,1,57,0
64683,Procurement,f,29,3,4,0,1,71,0
73704,Procurement,f,28,1,,0,2,69,0
29272,Procurement,m,57,16,3,0,1,70,0
36294,Procurement,m,28,1,3,0,2,68,0
10026,Operations,m,36,10,4,0,1,60,0
25820,Operations,m,34,5,4,0,1,59,0
32201,Sales & Marketing,m,31,3,2,0,1,49,0
4399,Sales & Marketing,m,26,3,2,1,6,49,0
1388,Operations,m,30,4,4,0,1,61,0
41781,Technology,f,34,10,5,0,1,81,0
76152,Procurement,m,30,4,4,0,1,68,0
1057,Sales & Marketing,m,43,13,1,0,2,50,0
58846,Sales & Marketing,m,33,5,3,0,1,49,0
12188,Operations,f,41,5,3,0,1,59,0
60876,Procurement,f,56,25,5,0,1,66,0
16280,Technology,m,42,15,3,0,1,80,0
6364,Sales & Marketing,m,30,5,3,0,1,49,0
49296,Sales & Marketing,m,26,2,1,0,2,48,0
27509,Sales & Marketing,m,36,9,5,0,1,46,0
76058,Operations,m,30,5,4,0,1,56,0
29971,Operations,m,36,7,2,0,1,59,0
24763,Finance,m,36,9,4,0,1,60,0
75720,Procurement,m,29,4,3,0,1,75,0
9422,Technology,f,26,2,4,0,1,77,0
42990,Technology,m,60,6,1,0,1,82,0
18201,Operations,m,37,10,5,0,1,58,0
69227,Operations,m,28,5,5,0,1,59,0
68857,Operations,m,29,5,4,0,1,57,0
10701,Analytics,m,24,1,,0,1,84,0
49983,Operations,f,57,13,5,0,1,57,0
62907,Sales & Marketing,m,37,10,5,0,1,48,0
50129,Sales & Marketing,m,40,6,2,0,1,51,0
45893,Sales & Marketing,m,30,7,1,0,1,47,0
23531,Technology,f,35,3,3,0,1,76,0
41301,Operations,m,37,4,2,0,1,58,0
74762,HR,f,31,7,3,0,1,61,1
23217,Operations,f,51,24,3,0,1,58,0
3693,Analytics,m,27,2,1,0,1,85,0
4961,Sales & Marketing,m,43,14,3,0,1,45,0
643,Sales & Marketing,f,28,2,1,0,2,49,0
75545,Procurement,m,39,4,3,0,1,68,0
50770,Analytics,f,32,1,,0,1,83,0
37780,Legal,f,28,2,5,0,1,60,0
44254,Technology,m,28,3,3,0,1,82,0
25701,Sales & Marketing,m,36,4,5,0,1,50,0
67878,Finance,f,34,6,5,0,1,60,0
65397,Technology,f,29,5,3,0,1,78,0
47743,Procurement,f,37,4,4,0,3,69,0
9907,Operations,m,28,2,2,0,1,58,0
37215,Technology,f,40,10,4,0,1,82,0
34044,Analytics,m,32,9,5,0,3,84,0
14266,Operations,f,36,4,4,0,1,60,0
36445,Finance,m,36,7,5,0,1,62,0
71616,Analytics,m,30,3,2,0,1,85,0
51046,Sales & Marketing,f,34,7,1,0,1,52,0
45634,Procurement,m,29,6,3,0,1,68,0
19296,Procurement,f,23,2,3,0,3,69,0
290,Sales & Marketing,m,31,4,1,0,4,54,0
25037,Sales & Marketing,f,36,2,2,0,1,51,0
16024,Operations,f,37,5,2,0,1,59,1
29176,Operations,m,31,3,2,0,1,65,0
35911,Technology,m,45,5,3,0,1,77,0
63179,Operations,f,45,7,5,0,1,64,1
17452,Operations,f,57,21,2,0,1,59,0
4556,Technology,f,28,1,,0,1,80,1
68070,Operations,m,51,5,3,0,1,62,0
43234,Operations,m,27,5,3,0,1,55,1
61429,Sales & Marketing,m,49,3,5,0,2,63,1
68057,Sales & Marketing,f,27,3,4,0,1,49,0
75003,Sales & Marketing,m,27,4,3,0,1,51,0
55776,Technology,f,40,7,4,0,1,79,0
70136,Sales & Marketing,m,49,23,5,0,1,53,0
68650,Sales & Marketing,m,29,4,2,0,1,49,1
13704,Sales & Marketing,m,34,3,3,0,1,67,1
54930,Sales & Marketing,m,25,1,,0,1,51,0
27662,Sales & Marketing,m,40,13,5,0,1,48,0
22062,Operations,m,34,2,1,0,1,65,0
1005,Sales & Marketing,m,39,7,3,0,1,55,0
67848,Technology,f,30,7,2,0,1,82,0
71624,Finance,m,38,8,5,0,1,57,0
78229,Operations,f,34,7,5,1,1,59,0
27830,Sales & Marketing,m,30,7,1,0,1,44,0
43191,Operations,m,58,29,3,0,1,61,0
55809,Procurement,m,40,4,3,0,1,68,0
59073,Operations,f,39,4,3,0,2,65,0
45908,Operations,m,40,4,5,0,1,61,0
61775,Sales & Marketing,f,32,2,3,0,1,97,1
819,Sales & Marketing,m,23,2,1,0,1,43,0
27307,Analytics,m,37,3,5,0,1,85,0
39880,Sales & Marketing,m,48,17,3,0,1,46,0
13715,Procurement,f,33,6,4,0,1,72,0
45207,Procurement,m,42,13,3,0,1,68,0
63813,Operations,f,47,9,5,0,1,67,0
59542,Sales & Marketing,m,30,4,3,0,3,50,0
44499,Procurement,m,29,3,5,0,2,71,1
45626,Finance,m,36,4,5,0,2,58,0
43417,Analytics,m,37,6,3,0,1,84,0
67550,Procurement,m,32,6,5,0,1,67,0
18338,Operations,m,30,7,3,0,2,57,0
49831,Operations,m,32,5,4,0,1,58,0
50369,R&D,m,32,4,5,0,1,83,0
76689,Sales & Marketing,m,50,19,3,0,1,51,0
45273,Finance,m,26,1,3,0,1,59,0
68061,Sales & Marketing,f,28,1,,0,1,52,0
45125,Technology,m,35,4,3,0,1,80,0
48827,HR,m,31,5,5,0,1,47,0
72965,Operations,f,33,10,5,0,1,61,0
61302,Technology,f,25,2,4,0,1,76,1
68477,Analytics,m,26,2,3,0,1,86,0
1396,Technology,m,32,7,3,0,1,81,0
17369,Sales & Marketing,f,36,10,3,0,1,49,0
18007,HR,m,36,7,4,0,1,49,0
48033,Analytics,f,26,3,5,0,1,85,0
49701,R&D,m,30,4,1,0,1,83,0
15525,Operations,m,37,4,1,0,1,59,0
43576,Sales & Marketing,m,26,2,4,0,1,53,0
4621,Operations,m,27,4,4,0,1,58,0
57816,Procurement,f,57,15,3,0,1,69,0
19812,R&D,m,40,5,2,0,1,85,0
50497,R&D,m,33,3,3,0,3,84,0
3829,Operations,m,31,5,3,0,1,58,0
78109,Operations,m,27,4,2,0,1,58,0
44820,Operations,m,37,4,2,0,1,63,0
65636,Sales & Marketing,f,29,3,3,0,4,50,0
905,Sales & Marketing,m,35,8,3,0,1,49,0
28299,Procurement,f,32,6,5,0,1,70,0
51132,Finance,m,44,11,3,0,1,60,0
61896,Operations,m,41,8,3,0,1,62,0
51832,Operations,m,27,1,,0,1,58,0
29499,Technology,m,32,5,4,0,1,82,0
3751,HR,m,24,1,,0,3,47,0
2771,Sales & Marketing,m,29,3,5,0,1,48,0
69173,Technology,f,32,8,3,0,3,80,0
25241,Procurement,m,53,12,3,0,1,72,0
44011,Operations,m,51,10,4,0,1,60,0
17299,Technology,m,31,7,3,0,3,81,0
61719,Operations,f,39,13,3,0,1,62,0
61275,Procurement,m,59,16,3,0,2,69,0
11426,Technology,f,30,3,3,0,2,74,0
75205,Analytics,m,39,10,5,0,1,97,1
57523,Analytics,m,27,3,5,0,1,83,0
10497,Sales & Marketing,m,40,9,3,0,1,49,0
72579,Finance,m,36,8,3,0,1,59,0
48181,Procurement,f,27,2,2,0,1,65,0
57079,HR,f,36,3,1,0,1,47,0
14369,Analytics,m,32,3,3,0,1,89,0
18104,Sales & Marketing,m,30,3,3,0,1,45,0
409,Sales & Marketing,m,32,5,3,0,1,51,0
61987,Technology,f,34,6,4,0,1,79,0
9091,Finance,m,31,3,1,0,1,60,0
14058,Procurement,m,37,7,3,0,1,70,0
27471,Sales & Marketing,m,30,6,1,0,1,48,0
16860,Analytics,m,47,6,5,0,1,86,1
26440,Operations,f,32,5,5,0,1,59,0
60695,Sales & Marketing,m,35,7,5,0,1,43,0
19475,Technology,f,30,2,1,0,1,79,0
14195,Analytics,m,27,4,3,0,1,87,0
75138,Legal,m,34,4,3,0,1,63,0
56063,Sales & Marketing,m,37,4,1,0,1,47,0
41403,Sales & Marketing,f,30,5,3,0,1,52,0
53776,Technology,m,34,7,4,0,1,79,0
12947,Sales & Marketing,f,36,8,3,0,1,49,0
56962,Sales & Marketing,m,30,7,2,0,1,51,0
5618,Sales & Marketing,m,29,6,5,0,1,48,0
57328,Sales & Marketing,f,30,7,4,0,1,50,0
4100,Operations,f,21,2,3,0,2,58,0
76410,Sales & Marketing,m,32,7,3,0,1,49,0
69694,Operations,f,38,10,3,0,1,59,0
68052,Technology,m,24,2,3,0,1,75,0
9507,Sales & Marketing,m,32,2,3,0,1,50,0
42821,R&D,m,29,1,,0,2,83,0
6383,Sales & Marketing,m,27,4,3,0,2,50,0
77100,Procurement,f,34,6,3,0,1,69,0
31143,Procurement,m,37,4,3,0,1,68,0
39131,Sales & Marketing,m,32,8,3,0,2,52,0
48268,R&D,m,35,4,5,0,1,85,0
35518,Sales & Marketing,f,55,9,1,0,1,51,0
21835,Sales & Marketing,m,24,1,,0,1,51,0
34013,Sales & Marketing,m,31,3,5,0,2,45,0
6748,Sales & Marketing,m,43,5,3,0,2,49,0
31294,Sales & Marketing,f,34,8,3,0,1,46,0
43244,HR,f,32,4,4,0,1,54,0
39911,Sales & Marketing,m,55,7,5,0,1,55,0
26763,Analytics,m,28,2,5,0,1,85,0
67686,Technology,m,38,14,4,0,1,78,0
15627,Operations,f,35,7,4,0,1,61,0
17719,Operations,f,35,9,3,0,1,61,0
59962,Operations,f,44,13,4,0,1,55,0
76779,Procurement,m,26,1,,0,6,71,0
47012,Sales & Marketing,m,28,1,,0,1,53,0
27249,Operations,m,47,17,5,0,1,64,0
29615,Technology,m,33,4,4,0,2,80,0
31148,Procurement,f,30,6,5,0,1,82,1
19703,Operations,m,28,1,,0,1,61,0
18349,Analytics,m,26,1,,0,1,82,0
18943,Technology,m,55,14,3,0,1,83,0
72472,Technology,m,26,3,4,0,1,82,0
34048,Operations,f,48,7,4,0,1,59,0
14357,Technology,m,30,6,3,0,1,78,0
3930,Technology,m,29,1,,0,1,81,0
28250,Procurement,m,36,2,5,0,1,70,1
65025,Analytics,m,34,8,5,0,1,84,0
8387,Sales & Marketing,m,26,4,1,0,1,46,0
73099,Technology,m,31,4,3,0,1,74,0
2946,Operations,m,45,4,3,0,2,62,0
38651,Operations,m,34,3,3,0,1,57,0
746,Sales & Marketing,f,26,2,3,0,1,48,0
75180,R&D,m,27,1,,0,1,86,0
74060,Procurement,f,35,8,3,0,1,71,1
19059,Sales & Marketing,m,34,5,4,0,1,49,0
17992,Sales & Marketing,m,39,10,3,0,1,45,0
23049,Analytics,m,30,2,4,0,1,86,0
12511,Technology,m,55,3,5,0,1,79,1
4873,Procurement,f,33,8,3,0,1,78,0
41355,Finance,f,34,8,3,0,2,58,0
115,Sales & Marketing,m,25,2,3,0,1,46,0
21231,Procurement,f,44,14,5,0,1,67,0
21418,Technology,m,37,10,3,0,1,81,0
16191,Operations,m,35,6,1,0,1,61,0
15515,Sales & Marketing,m,28,5,4,0,1,60,1
23222,Operations,f,41,3,5,0,1,59,0
51639,Finance,m,31,7,2,0,1,62,0
70369,Analytics,m,25,2,3,0,1,85,0
12387,Technology,m,34,7,3,0,1,83,0
2567,Technology,m,40,8,4,0,1,76,0
47066,Operations,m,39,3,3,0,2,58,0
15155,Finance,m,35,9,4,0,2,59,0
18628,Operations,m,37,8,2,0,1,60,0
67779,Sales & Marketing,m,36,9,3,0,2,45,0
42374,Sales & Marketing,m,36,9,1,0,1,46,0
61966,Sales & Marketing,m,25,1,,0,1,51,0
17327,Operations,f,43,14,3,0,4,63,0
59291,Technology,f,36,9,2,0,1,82,0
65979,HR,f,34,3,4,0,1,47,0
78028,Operations,f,30,6,3,0,1,60,0
34205,HR,m,25,3,5,0,1,49,0
66078,Analytics,m,40,7,3,0,1,82,0
56471,Analytics,m,29,2,4,0,2,87,0
20178,Sales & Marketing,m,35,5,3,0,2,46,1
3676,Procurement,f,43,9,4,0,1,69,0
64209,Procurement,m,37,9,3,0,1,76,0
48556,Sales & Marketing,m,40,12,5,0,1,48,0
53896,Sales & Marketing,m,35,10,5,0,1,49,0
29771,Sales & Marketing,m,29,3,3,0,1,53,0
34274,Sales & Marketing,f,31,2,4,0,1,61,1
61272,Sales & Marketing,f,34,10,5,0,1,56,1
3948,Finance,f,31,2,3,0,1,60,0
2922,Sales & Marketing,m,31,6,1,1,1,92,1
32301,Finance,m,39,12,3,0,1,57,0
16148,Sales & Marketing,m,33,5,5,0,1,52,0
28553,Procurement,f,30,5,3,0,2,66,0
25536,Sales & Marketing,m,28,6,2,0,1,49,0
22211,Sales & Marketing,m,33,2,1,0,1,54,0
29255,Procurement,m,27,1,,0,6,71,0
25888,Sales & Marketing,m,36,4,5,0,1,51,0
27297,Operations,m,40,3,4,0,1,59,0
15101,Sales & Marketing,m,30,3,3,0,2,49,0
60409,Procurement,m,37,5,5,0,1,69,0
68038,Technology,m,24,1,,0,1,76,0
25480,R&D,m,33,4,5,0,4,86,0
43629,Procurement,f,30,4,1,0,1,68,0
15315,Legal,m,49,15,4,0,1,63,0
77450,Sales & Marketing,m,30,3,3,0,1,50,0
57256,HR,f,44,15,3,0,1,50,0
67724,Procurement,f,34,9,4,0,1,69,0
69371,Operations,m,42,15,3,0,1,63,0
77621,Legal,m,37,3,5,0,1,63,0
64569,Sales & Marketing,m,39,7,4,0,1,52,0
33696,Sales & Marketing,m,29,4,3,0,1,49,0
30652,Sales & Marketing,m,32,3,2,0,1,47,0
38628,Procurement,m,32,9,2,0,1,74,0
21713,Sales & Marketing,f,30,3,3,0,1,47,0
25871,Procurement,m,59,28,5,0,1,66,0
30516,Operations,m,37,10,5,0,2,62,0
42511,Operations,f,43,2,5,0,1,57,0
7139,Operations,m,47,3,3,0,1,60,0
68094,Operations,m,29,4,4,0,2,57,0
27021,Procurement,m,29,8,2,0,2,70,0
12009,Sales & Marketing,m,31,5,1,0,2,52,0
